prompt,code
"एक लॉगआउट रूट बनाओ जो सेशन को क्लियर करे","""# In app.py:\nfrom flask import session, redirect, url_for\n@app.route('/logout')\ndef logout():\n    session.pop('username', None)\n    return redirect(url_for('login_page'))"""
"टेम्पलेट में दिखाओ कि यूज़र लॉग-इन है या नहीं","""\n{% if session.username %}\n    <a href='/logout'>Logout</a>\n{% else %}\n    <a href='/login'>Login</a>\n{% endif %}"""
"Flask में पासवर्ड को हैश (hash) करो","""from werkzeug.security import generate_password_hash\nhashed_password = generate_password_hash('my_password')"""
"लॉगइन के समय हैश किए हुए पासवर्ड को चेक करो","""from werkzeug.security import check_password_hash\n# check_password_hash(hashed_password_from_db, submitted_password)"""
"Flask-Login लाइब्रेरी को इनस्टॉल करो","pip install Flask-Login"
"Flask-Login के लिए एक User क्लास बनाओ","""from flask_login import UserMixin\nclass User(UserMixin):\n    # ... id, username, password properties ..."""
"Flask-Login को इनिशियलाइज़ करो","""from flask_login import LoginManager\napp = Flask(__name__)\nlogin_manager = LoginManager()\nlogin_manager.init_app(app)"""
"`@login_required` डेकोरेटर का उपयोग करो","""from flask_login import login_required\n@app.route('/protected')\n@login_required\ndef protected_route():\n    return 'This is a protected page.'"""
"Flask-Login में `login_user` फंक्शन का उपयोग करो","""from flask_login import login_user\n# ... after checking credentials ...\nlogin_user(user_object)"""
"Flask-Login में `logout_user` फंक्शन का उपयोग करो","""from flask_login import logout_user\n@app.route('/logout')\n@login_required\ndef logout():\n    logout_user()\n    return 'Logged out'"""
"Flask-Login में `current_user` का उपयोग करो","""from flask_login import current_user\n@app.route('/')\ndef index():\n    if current_user.is_authenticated:\n        return f'Hello, {current_user.username}'\n    return 'Hello, Guest'"""
"एक रजिस्ट्रेशन API बनाओ जो JSON लौटाए","""# In app.py:\n@app.route('/api/register', methods=['POST'])\ndef api_register():\n    # ... logic ...\n    return jsonify({'status':'success'})"""
"AJAX का उपयोग करके रजिस्ट्रेशन फॉर्म सबमिट करो","""\n<script>\n// ... fetch POST call with username/password to /api/register ...\n</script>"""
"एक लॉगइन API बनाओ जो टोकन (token) लौटाए","""# In app.py:\n@app.route('/api/login', methods=['POST'])\ndef api_login():\n    # ... check credentials ...\n    return jsonify({'token': 'some_jwt_token'})"""
"जावास्क्रिप्ट में API से मिले टोकन को localStorage में सेव करो","""\n<script>\nfetch('/api/login', ...).then(r=>r.json()).then(d=>{\n    localStorage.setItem('auth_token', d.token);\n});\n</script>"""
"जावास्क्रिप्ट में हर API रिक्वेस्ट के साथ टोकन भेजो","""\n<script>\nconst token = localStorage.getItem('auth_token');\nfetch('/api/protected-data', { headers: {'Authorization': `Bearer ${token}`} });\n</script>"""
"Flask में Bearer टोकन को वैलिडेट करो","""# In app.py:\n@app.route('/api/protected-data')\ndef protected_data():\n    auth_header = request.headers.get('Authorization')\n    # ... validate token ...\n    return jsonify({'data': 'secret info'})"""
"Flask में 'flash' मैसेज का उपयोग करो","""from flask import flash, redirect, url_for\nflash('You were successfully logged in')\nreturn redirect(url_for('index'))"""
"Jinja2 टेम्पलेट में flash मैसेज दिखाओ","""{% with messages = get_flashed_messages() %}\n  {% if messages %}\n    <ul>\n    {% for message in messages %}\n      <li>{{ message }}</li>\n    {% endfor %}\n    </ul>\n  {% endif %}\n{% endwith %}"""
"एक 'Remember Me' फंक्शनैलिटी बनाओ","""\n<input type='checkbox' name='remember'> Remember Me\n\n# In app.py:\nlogin_user(user, remember=request.form.get('remember'))"""
"Flask-WTF लाइब्रेरी को इनस्टॉल करो","pip install Flask-WTF"
"Flask-WTF का उपयोग करके एक लॉगइन फॉर्म बनाओ","""from flask_wtf import FlaskForm\nfrom wtforms import StringField, PasswordField\nfrom wtforms.validators import DataRequired\n\nclass LoginForm(FlaskForm):\n    username = StringField('Username', validators=[DataRequired()])\n    password = PasswordField('Password', validators=[DataRequired()])"""
"Jinja2 टेम्पलेट में Flask-WTF फॉर्म को रेंडर करो","""<form method='post'>\n    {{ form.hidden_tag() }}\n    {{ form.username.label }} {{ form.username() }}\n    {{ form.password.label }} {{ form.password() }}\n</form>"""
"Flask रूट में WTF फॉर्म को प्रोसेस करो","""@app.route('/login', methods=['GET', 'POST'])\ndef wtf_login():\n    form = LoginForm()\n    if form.validate_on_submit():\n        # ... process login ...\n        return redirect('/')\n    return render_template('login.html', form=form)"""
"CSRF प्रोटेक्शन के लिए Flask-WTF का उपयोग करो","""from flask_wtf.csrf import CSRFProtect\napp = Flask(__name__)\napp.config['SECRET_KEY'] = 'a_secret_key'\nCSRFProtect(app)"""
"पासवर्ड रीसेट के लिए एक फॉर्म बनाओ","""<form action='/forgot-password' method='post'>\n    <label>Enter your email:</label>\n    <input type='email' name='email'>\n    <button>Send Reset Link</button>\n</form>"""
"पासवर्ड रीसेट लिंक भेजने के लिए एक Flask रूट","""@app.route('/forgot-password', methods=['POST'])\ndef forgot_password():\n    email = request.form['email']\n    # ... generate reset token and send email ...\n    return 'Reset link sent'"""
"एक नया पासवर्ड सेट करने के लिए एक फॉर्म","""<form action='/reset-password/<token>' method='post'>\n    <input name='new_password' type='password'>\n    <button>Set New Password</button>\n</form>"""
"OAuth (Sign in with Google) का बेसिक फ्लो","""# This is conceptual\n1. User clicks 'Sign in with Google'.\n2. Redirect to Google's consent screen.\n3. User consents, Google redirects back with a code.\n4. Server exchanges code for user info."""
"Flask में gunicorn का उपयोग करने के लिए कमांड","gunicorn -w 4 'app:app'"
"एक बेसिक यूजर मॉडल (SQLAlchemy) का ढाँचा","""from flask_sqlalchemy import SQLAlchemy\ndb = SQLAlchemy(app)\n\nclass User(db.Model):\n    id = db.Column(db.Integer, primary_key=True)\n    username = db.Column(db.String(80), unique=True, nullable=False)"""
"Flask-Bcrypt का उपयोग करके पासवर्ड हैश करो","""from flask_bcrypt import Bcrypt\nbcrypt = Bcrypt(app)\n\npw_hash = bcrypt.generate_password_hash('password').decode('utf-8')"""
"Flask-SQLAlchemy का उपयोग करके एक यूज़र को डेटाबेस में जोड़ो","""new_user = User(username='amit')\ndb.session.add(new_user)\ndb.session.commit()"""
"Flask-SQLAlchemy का उपयोग करके एक यूज़र को डेटाबेस से क्वेरी करो","""user = User.query.filter_by(username='amit').first()"""
"एक एडमिन-ओनली रूट बनाओ","""from functools import wraps\ndef admin_required(f):\n    @wraps(f)\n    def decorated_function(*args, **kwargs):\n        if not current_user.is_admin:\n            return 'Forbidden', 403\n        return f(*args, **kwargs)\n    return decorated_function"""
"API रेट लिमिटिंग का एक सिंपल उदाहरण (Flask-Limiter)","""from flask_limiter import Limiter\nlimiter = Limiter(app, default_limits=['200 per day'])\n\n@app.route('/slow')\n@limiter.limit('1 per minute')\ndef slow_route():\n    return 'I am slow'"""
"जावास्क्रिप्ट में लॉगआउट फंक्शन जो टोकन को क्लियर करे","""function logout() {\n    localStorage.removeItem('auth_token');\n    window.location.href = '/login';\n}"""
"एक 'Auth Guard' बनाओ जो पेज एक्सेस को रोके (JS)","""// In JavaScript router\nif (!localStorage.getItem('auth_token')) {\n    // redirect to login\n}"""
"HTTP Basic Auth का एक उदाहरण","""# In Python requests\nimport requests\nrequests.get('https://api.example.com/user', auth=('user', 'pass'))"""
"Flask में HTTP Basic Auth को हैंडल करो","""# Using a library like Flask-HTTPAuth"""
"2-फैक्टर ऑथेंटिकेशन (2FA) का कॉन्सेप्ट","""1. User enters password.\n2. Server sends a code to user's phone/app.\n3. User enters the code to complete login."""
"Pandas का उपयोग करके एक CSV फाइल पढ़ो","import pandas as pd\ndf = pd.read_csv('my_data.csv')"
"एक Pandas DataFrame से 'Name' कॉलम को सिलेक्ट करो","import pandas as pd\n# df = pd.read_csv('my_data.csv')\nnames = df['Name']"
"एक DataFrame को फ़िल्टर करो जहाँ 'Age' 30 से ज़्यादा हो","import pandas as pd\n# df = pd.read_csv('my_data.csv')\nadults = df[df['Age'] > 30]"
"एक DataFrame को एक नई CSV फाइल में सेव करो","import pandas as pd\n# df = ...\ndf.to_csv('output.csv', index=False)"
"एक DataFrame के पहले 5 रिकॉर्ड देखो","import pandas as pd\n# df = ...\nprint(df.head())"
"एक DataFrame के आखिरी 3 रिकॉर्ड देखो","import pandas as pd\n# df = ...\nprint(df.tail(3))"
"एक DataFrame का शेप (rows, columns) पता करो","import pandas as pd\n# df = ...\nprint(df.shape)"
"एक DataFrame के कॉलम्स के नाम पता करो","import pandas as pd\n# df = ...\nprint(df.columns)"
"एक DataFrame के बारे में जानकारी (info) प्रिंट करो","import pandas as pd\n# df = ...\nprint(df.info())"
"एक DataFrame की न्यूमेरिकल कॉलम्स का विवरण (describe) देखो","import pandas as pd\n# df = ...\nprint(df.describe())"
"एक DataFrame को 'Age' कॉलम के आधार पर सॉर्ट करो","import pandas as pd\n# df = ...\nsorted_df = df.sort_values(by='Age')"
"एक DataFrame में एक नया कॉलम जोड़ो","import pandas as pd\n# df = ...\ndf['New_Column'] = 0"
"एक DataFrame से एक कॉलम डिलीट करो","import pandas as pd\n# df = ...\ndf = df.drop('Column_to_delete', axis=1)"
"एक DataFrame में NaN (मिसिंग) वैल्यूज को ढूंढो","import pandas as pd\n# df = ...\nprint(df.isnull().sum())"
"NaN वैल्यूज वाली सभी रो को हटाओ","import pandas as pd\n# df = ...\ncleaned_df = df.dropna()"
"NaN वैल्यूज को 0 से भरो","import pandas as pd\n# df = ...\nfilled_df = df.fillna(0)"
"एक DataFrame को एक कॉलम ('City') के आधार पर ग्रुप करो","import pandas as pd\n# df = ...\ngrouped = df.groupby('City')"
"ग्रुप किए गए डेटा का औसत निकालो","import pandas as pd\n# df = ...\naverage_age_by_city = df.groupby('City')['Age'].mean()"
"एक डिक्शनरी से एक DataFrame बनाओ","import pandas as pd\ndata = {'Name': ['Amit', 'Ria'], 'Age': [25, 22]}\ndf = pd.DataFrame(data)"
"एक DataFrame के एक खास सेल की वैल्यू को एक्सेस करो (iloc)","import pandas as pd\n# df = ...\nvalue = df.iloc[0, 1] # First row, second column"
"एक DataFrame के एक खास सेल की वैल्यू को एक्सेस करो (loc)","import pandas as pd\n# df = ...\nvalue = df.loc[0, 'Name'] # First row, 'Name' column"
"`matplotlib` का उपयोग करके एक सिंपल लाइन प्लॉट बनाओ","import matplotlib.pyplot as plt\nplt.plot([1, 2, 3], [4, 5, 1])\nplt.show()"
"`matplotlib` का उपयोग करके एक बार चार्ट बनाओ","import matplotlib.pyplot as plt\nplt.bar(['A', 'B'], [10, 20])\nplt.show()"
"`matplotlib` का उपयोग करके एक हिस्टोग्राम बनाओ","import matplotlib.pyplot as plt\ndata = [1, 2, 2, 3, 3, 3, 4]\nplt.hist(data)\nplt.show()"
"`matplotlib` का उपयोग करके एक स्कैटर प्लॉट बनाओ","import matplotlib.pyplot as plt\nx=[1,2,3]\ny=[5,7,4]\nplt.scatter(x, y)\nplt.show()"
"एक प्लॉट में टाइटल और लेबल जोड़ो","import matplotlib.pyplot as plt\nplt.plot([1,2],[3,4])\nplt.title('My Plot')\nplt.xlabel('X-axis')\nplt.ylabel('Y-axis')\nplt.show()"
"एक प्लॉट में ग्रिड दिखाओ","import matplotlib.pyplot as plt\nplt.plot([1,2],[3,4])\nplt.grid(True)\nplt.show()"
"दो लाइनों को एक ही प्लॉट पर दिखाओ","import matplotlib.pyplot as plt\nplt.plot([1,2], [1,4], label='Line 1')\nplt.plot([1,2], [3,1], label='Line 2')\nplt.legend()\nplt.show()"
"एक पाई चार्ट बनाओ","import matplotlib.pyplot as plt\nlabels = 'A', 'B', 'C'\nsizes = [15, 30, 45]\nplt.pie(sizes, labels=labels, autopct='%1.1f%%')\nplt.show()"
"एक प्लॉट को एक फाइल में सेव करो","import matplotlib.pyplot as plt\nplt.plot([1,2,3])\nplt.savefig('my_plot.png')"
"एक कॉलम की यूनिक वैल्यूज को काउंट करो","import pandas as pd\n# df = ...\nvalue_counts = df['City'].value_counts()"
"दो DataFrames को मर्ज करो","import pandas as pd\n# df1, df2 = ...\nmerged_df = pd.merge(df1, df2, on='user_id')"
"एक DataFrame में `apply` फंक्शन का उपयोग करो","import pandas as pd\n# df = ...\ndf['Age_double'] = df['Age'].apply(lambda age: age * 2)"
"एक DataFrame को एक्सेल (Excel) फाइल में सेव करो","import pandas as pd\n# df = ...\ndf.to_excel('output.xlsx', index=False)"
"एक एक्सेल फाइल को Pandas में पढ़ो","import pandas as pd\ndf = pd.read_excel('input.xlsx')"
"Seaborn लाइब्रेरी को इम्पोर्ट करो","import seaborn as sns"
"Seaborn का उपयोग करके एक बॉक्स प्लॉट बनाओ","import seaborn as sns\n# df = ...\nsns.boxplot(x='day', y='total_bill', data=df)"
"Seaborn का उपयोग करके एक हीटमैप (heatmap) बनाओ","import seaborn as sns\n# data = ...\nsns.heatmap(data)"
"Seaborn का उपयोग करके एक पेयर प्लॉट (pairplot) बनाओ","import seaborn as sns\n# df = ...\nsns.pairplot(df)"
"एक NumPy एरे बनाओ","import numpy as np\narr = np.array([1, 2, 3])"
"एक 2D NumPy एरे बनाओ","import numpy as np\narr_2d = np.array([[1, 2], [3, 4]])"
"NumPy एरे का शेप पता करो","import numpy as np\narr = np.array([[1,2],[3,4]])\nprint(arr.shape)"
"NumPy में zeros का एक एरे बनाओ","import numpy as np\nzeros_arr = np.zeros((3, 3))"
"NumPy में ones का एक एरे बनाओ","import numpy as np\nones_arr = np.ones((2, 4))"
"NumPy में `arange` का उपयोग करो","import numpy as np\narr = np.arange(10) # Array from 0 to 9"
"NumPy में लीनियर अलजेब्रा ऑपरेशन (डॉट प्रोडक्ट) करो","import numpy as np\na = np.array([1,2])\nb = np.array([3,4])\ndot_product = np.dot(a, b)"
"NumPy एरे का औसत (mean) निकालो","import numpy as np\narr = np.array([1,2,3,4,5])\nprint(np.mean(arr))"
"NumPy एरे का स्टैण्डर्ड डेविएशन (standard deviation) निकालो","import numpy as np\narr = np.array([1,2,3,4,5])\nprint(np.std(arr))"
"एक DataFrame को NumPy एरे में बदलो","import pandas as pd\n# df = ...\nnumpy_array = df.to_numpy()"
"एक जावास्क्रिप्ट प्रॉमिस (Promise) बनाओ जो 1 सेकंड बाद resolve हो","<script>const myPromise = new Promise((resolve, reject) => { setTimeout(() => { resolve('Success!'); }, 1000); });</script>"
"एक प्रॉमिस को `.then()` और `.catch()` से हैंडल करो","<script>const myPromise = new Promise((resolve, reject) => { resolve('Done'); }); myPromise.then(result => console.log(result)).catch(error => console.error(error));</script>"
"एक प्रॉमिस बनाओ जो तुरंत reject हो जाए","<script>const rejectedPromise = new Promise((resolve, reject) => { reject('Failure!'); }); rejectedPromise.catch(error => console.error(error));</script>"
"`async/await` का उपयोग करके एक फंक्शन बनाओ जो डेटा फेच करे","<script>async function fetchData() { try { let response = await fetch('https://jsonplaceholder.typicode.com/todos/1'); let data = await response.json(); console.log(data); } catch (error) { console.error('Could not fetch data:', error); } } fetchData();</script>"
"`async` फंक्शन बनाओ जो एक वैल्यू लौटाए","<script>async function getValue() { return 'Hello Async'; } getValue().then(value => console.log(value));</script>"
"`Promise.all` का उपयोग करके एक साथ कई API कॉल्स करो","<script>Promise.all([fetch('https://jsonplaceholder.typicode.com/posts/1'), fetch('https://jsonplaceholder.typicode.com/posts/2')]).then(responses => Promise.all(responses.map(res => res.json()))).then(data => console.log(data));</script>"
"एक जावास्क्रिप्ट मॉड्यूल से एक फंक्शन एक्सपोर्ट करो","// In math.js file:\nexport function add(a, b) { return a + b; }"
"एक मॉड्यूल से एक फंक्शन इम्पोर्ट करो","// In main.js file:\nimport { add } from './math.js';"
"एक मॉड्यूल से डिफ़ॉल्ट एक्सपोर्ट करो","// In myModule.js:\nexport default function greet() { console.log('Hello'); }"
"एक डिफ़ॉल्ट एक्सपोर्ट को इम्पोर्ट करो","// In main.js:\nimport myGreetingFunction from './myModule.js';"
"`try...catch...finally` ब्लॉक का उपयोग करो","<script>try { console.log('Trying...'); nonExistentFunction(); } catch (e) { console.error('An error occurred:', e.message); } finally { console.log('Finally block runs always.'); }</script>"
"एक कस्टम एरर थ्रो (throw) करो","<script>function checkAge(age) { if (age < 18) { throw new Error('User must be 18 or older to proceed.'); } return true; } try { checkAge(15); } catch (e) { console.error(e.message); }</script>"
"स्प्रेड ऑपरेटर (...) का उपयोग करके दो एरे को मिलाओ","<script>const arr1 = ['a', 'b']; const arr2 = ['c', 'd']; const combinedArray = [...arr1, ...arr2]; console.log(combinedArray);</script>"
"स्प्रेड ऑपरेटर का उपयोग करके एक ऑब्जेक्ट को कॉपी करो","<script>const person = {name: 'Amit', city: 'Lucknow'}; const personCopy = {...person};</script>"
"रेस्ट पैरामीटर (...) का उपयोग करके एक फंक्शन बनाओ","<script>function sum(...numbers) { return numbers.reduce((total, num) => total + num, 0); } console.log(sum(1, 2, 3, 4));</script>"
"ऑब्जेक्ट डीस्ट्रक्चरिंग (Object Destructuring) का उपयोग करो","<script>const person = {name:'Amit', city:'Lucknow'}; const {name, city} = person; console.log(`Name: ${name}, City: ${city}`);</script>"
"एरे डीस्ट्रक्चरिंग (Array Destructuring) का उपयोग करो","<script>const fruits = ['Apple', 'Banana', 'Mango']; const [firstFruit, secondFruit] = fruits; console.log(firstFruit);</script>"
"डीस्ट्रक्चरिंग में एक नया वेरिएबल नाम दो","<script>const person = {name:'Amit'}; const {name: personName} = person; console.log(personName);</script>"
"JSON डेटा को डीस्ट्रक्चर करो","<script>const jsonResponse = '{\""user\"":\""Amit\"", \""posts\"":10}'; const {user, posts} = JSON.parse(jsonResponse);</script>"
"JavaScript `Map` ऑब्जेक्ट बनाओ और उसका उपयोग करो","<script>const myMap = new Map(); myMap.set('key1', 'value1'); myMap.set('key2', 'value2'); console.log(myMap.get('key1'));</script>"
"JavaScript `Set` ऑब्जेक्ट का उपयोग करके डुप्लीकेट हटाओ","<script>const numbers = [1, 2, 2, 3, 4, 3]; const uniqueNumbers = new Set(numbers); console.log(uniqueNumbers);</script>"
"एक ES6 क्लास (class) में एक मेथड बनाओ","<script>class Person { constructor(name){this.name=name;} greet(){return `Hello, my name is ${this.name}`;}} const amit = new Person('Amit'); console.log(amit.greet());</script>"
"क्लास इनहेरिटेंस (Inheritance) का उपयोग करो","<script>class Animal{ speak(){return 'Animal speaks.'} }; class Dog extends Animal { speak(){return 'Woof!'} }; const dog = new Dog(); console.log(dog.speak());</script>"
"क्लास में एक स्टेटिक मेथड बनाओ","<script>class MathHelper { static add(a,b){return a+b;} } console.log(MathHelper.add(5,10));</script>"
"क्लास में गेटर (getter) का उपयोग करो","<script>class Circle { constructor(radius){this.radius=radius;} get diameter(){return this.radius * 2;}} const c = new Circle(10); console.log(c.diameter);</script>"
"क्लास में सेटर (setter) का उपयोग करो","<script>class User { set name(newName){if(newName.length > 2){this._name=newName;}else{console.error('Name too short');}} get name(){return this._name;} } const u = new User(); u.name = 'Amit';</script>"
"JavaScript `Symbol` का उपयोग करके एक यूनिक प्रॉपर्टी बनाओ","<script>const id = Symbol('id'); const user = {name: 'Amit', [id]: 123}; console.log(user[id]);</script>"
"एक जेनरेटर फंक्शन `function*` बनाओ","<script>function* numberGenerator(){ yield 1; yield 2; yield 3; } const gen = numberGenerator(); console.log(gen.next().value);</script>"
"ES6 मॉड्यूल में वाइल्डकार्ड (`*`) इम्पोर्ट करो","// In main.js:\nimport * as mathUtils from './math.js';"
"`fetch` के साथ `POST` रिक्वेस्ट में `headers` भेजो","<script>fetch('/api/data', { method:'POST', headers:{'Content-Type':'application/json'}, body:JSON.stringify({name:'Amit'}) });</script>"
"एक `async` फंक्शन के अंदर एरर को `try...catch` से हैंडल करो","<script>async function fetchData() { try { let response = await fetch('https://invalid-url.xyz'); } catch(error) { console.error('Caught an error!', error); } }</script>"
"`Promise.resolve` का उपयोग करो","<script>Promise.resolve('Instant success message').then(msg => console.log(msg));</script>"
"`Promise.reject` का उपयोग करो","<script>Promise.reject('Instant failure message').catch(err => console.error(err));</script>"
"`Promise.race` का उपयोग करके पता करो कि कौन सा प्रॉमिस पहले पूरा होता है","<script>const p1 = new Promise(resolve => setTimeout(resolve, 500, 'one')); const p2 = new Promise(resolve => setTimeout(resolve, 100, 'two')); Promise.race([p1, p2]).then(value => console.log(value)); // Logs 'two'</script>"
"एक `async` IIFE (Immediately Invoked Function Expression) बनाओ","<script>(async () => { let response = await fetch('https://jsonplaceholder.typicode.com/users/1'); let user = await response.json(); console.log(user.name); })();</script>"
"ऑब्जेक्ट की प्रॉपर्टीज को लूप करने के लिए `Object.keys` का उपयोग करो","<script>const user = {a:1, b:2, c:3}; Object.keys(user).forEach(key => console.log(key, user[key]));</script>"
"डीस्ट्रक्चरिंग में डिफ़ॉल्ट वैल्यू सेट करो","<script>const person = {name: 'Amit'}; const {name, city='Lucknow'} = person; console.log(city);</script>"
"नेस्टेड डीस्ट्रक्चरिंग (Nested Destructuring) करो","<script>const user = {id:1, details:{name:'Amit', role:'dev'}}; const {details: {name}} = user; console.log(name);</script>"
"एक रेगुलर एक्सप्रेशन (RegEx) बनाओ जो ईमेल को मैच करे","<script>const emailRegex = /\\S+@\\S+\\.\\S+/;</script>"
"एक RegEx का उपयोग करके एक स्ट्रिंग को टेस्ट करो","<script>const emailRegex = /\\S+@\\S+\\.\\S+/; console.log(emailRegex.test('test@example.com'));</script>"
"RegEx का उपयोग करके एक स्ट्रिंग से सभी नंबर निकालो","<script>const text = 'My number is 123-456.'; const numbers = text.match(/\\d+/g); console.log(numbers);</script>"
"RegEx का उपयोग करके एक स्ट्रिंग को रिप्लेस करो","<script>const text = 'Hello world'; const newText = text.replace(/world/, 'Amit'); console.log(newText);</script>"
"एक केस-इनसेंसिटिव (case-insensitive) RegEx बनाओ","<script>const text = 'Hello Hello'; const matches = text.match(/hello/gi); console.log(matches.length);</script>"
"एक स्ट्रिंग के शुरू और अंत को मैच करने के लिए RegEx बनाओ","<script>const regex = /^start.*end$/; console.log(regex.test('start middle end'));</script>"
"ऑप्शनल पैरामीटर वाला एक फंक्शन बनाओ","<script>function greet(name, greeting='Hello') { console.log(`${greeting}, ${name}`); }</script>"
"जावास्क्रिप्ट में `console.table` का उपयोग करके डेटा दिखाओ","<script>const users = [{name:'A', age:20},{name:'B', age:25}]; console.table(users);</script>"
"जावास्क्रिप्ट में `console.time` का उपयोग करके परफॉरमेंस को मापो","<script>console.time('myLoop'); for(let i=0; i<10000; i++){} console.timeEnd('myLoop');</script>"
"`...` ऑपरेटर का उपयोग करके एरे से डुप्लीकेट हटाओ","<script>const numbers = [1,2,2,3,4,3]; const unique = [...new Set(numbers)];</script>"
"एक ऑब्जेक्ट को फ्रीज करो ताकि उसे बदला न जा सके","<script>const user = {name: 'Amit'}; Object.freeze(user); user.name = 'Ria'; console.log(user.name);</script>"
"एक सिंपल higher-order फंक्शन बनाओ","<script>function multiplyBy(factor) { return function(number) { return number * factor; } } const double = multiplyBy(2); console.log(double(5));</script>"
"पाइथन में एक लीनियर सर्च (linear search) एल्गोरिथ्म लिखो","def linear_search(arr, target):\n    for i in range(len(arr)):\n        if arr[i] == target:\n            return i\n    return -1"
"पाइथन में एक बाइनरी सर्च (binary search) एल्गोरिथ्म लिखो","def binary_search(arr, target):\n    left, right = 0, len(arr) - 1\n    while left <= right:\n        mid = (left + right) // 2\n        if arr[mid] == target:\n            return mid\n        elif arr[mid] < target:\n            left = mid + 1\n        else:\n            right = mid - 1\n    return -1"
"पाइथन में एक बबल सॉर्ट (bubble sort) एल्गोरिथ्म लिखो","def bubble_sort(arr):\n    n = len(arr)\n    for i in range(n):\n        for j in range(0, n-i-1):\n            if arr[j] > arr[j+1]:\n                arr[j], arr[j+1] = arr[j+1], arr[j]"
"पाइथन में एक सिलेक्शन सॉर्ट (selection sort) एल्गोरिथ्म लिखो","def selection_sort(arr):\n    for i in range(len(arr)):\n        min_idx = i\n        for j in range(i+1, len(arr)):\n            if arr[j] < arr[min_idx]:\n                min_idx = j\n        arr[i], arr[min_idx] = arr[min_idx], arr[i]"
"पाइथन में एक इंसर्शन सॉर्ट (insertion sort) एल्गोरिथ्म लिखो","def insertion_sort(arr):\n    for i in range(1, len(arr)):\n        key = arr[i]\n        j = i-1\n        while j >= 0 and key < arr[j]:\n            arr[j+1] = arr[j]\n            j -= 1\n        arr[j+1] = key"
"रिकर्शन (recursion) का उपयोग करके फैक्टोरियल निकालो","def factorial(n):\n    if n == 0 or n == 1:\n        return 1\n    else:\n        return n * factorial(n-1)"
"रिकर्शन का उपयोग करके फिबोनैची (Fibonacci) सीरीज का Nth नंबर निकालो","def fibonacci(n):\n    if n <= 1:\n        return n\n    else:\n        return fibonacci(n-1) + fibonacci(n-2)"
"पाइथन लिस्ट का उपयोग करके एक स्टैक (stack) डेटा स्ट्रक्चर बनाओ","stack = []\nstack.append('a') # Push\nstack.append('b')\nprint(stack)\nitem = stack.pop() # Pop\nprint(item)"
"`collections.deque` का उपयोग करके एक क्यू (queue) डेटा स्ट्रक्चर बनाओ","from collections import deque\nq = deque()\nq.append('a') # Enqueue\nq.append('b')\nitem = q.popleft() # Dequeue\nprint(item)"
"एक फंक्शन लिखो जो चेक करे कि एक स्ट्रिंग पैलिंड्रोम है या नहीं","def is_palindrome(s):\n    return s == s[::-1]"
"एक स्ट्रिंग को बिना स्लाइसिंग के उल्टा करो","def reverse_string(s):\n    reversed_s = ''\n    for char in s:\n        reversed_s = char + reversed_s\n    return reversed_s"
"N तक के सभी प्राइम नंबर ढूंढने के लिए एक फंक्शन लिखो (Sieve of Eratosthenes)","def find_primes(n):\n    prime = [True for i in range(n+1)]\n    p = 2\n    while (p * p <= n):\n        if (prime[p] == True):\n            for i in range(p * p, n+1, p):\n                prime[i] = False\n        p += 1\n    for p in range(2, n+1):\n        if prime[p]:\n            print(p)"
"पाइथन डिक्शनरी का उपयोग करके एक सिंपल हैश टेबल बनाओ","hash_table = {}\nhash_table['key1'] = 'value1'\nhash_table['key2'] = 'value2'"
"एक लिंक्ड लिस्ट (linked list) के लिए एक नोड क्लास बनाओ","class Node:\n    def __init__(self, data):\n        self.data = data\n        self.next = None"
"एक बाइनरी ट्री (binary tree) के लिए एक नोड क्लास बनाओ","class TreeNode:\n    def __init__(self, key):\n        self.left = None\n        self.right = None\n        self.val = key"
"FizzBuzz प्रॉब्लम को हल करने के लिए एक प्रोग्राम लिखो","for i in range(1, 101):\n    if i % 15 == 0:\n        print('FizzBuzz')\n    elif i % 3 == 0:\n        print('Fizz')\n    elif i % 5 == 0:\n        print('Buzz')\n    else:\n        print(i)"
"एक लिस्ट में सबसे ज़्यादा बार आने वाला एलिमेंट ढूंढो","from collections import Counter\ndef most_frequent(my_list):\n    if not my_list: return None\n    return Counter(my_list).most_common(1)[0][0]"
"एक फंक्शन लिखो जो चेक करे कि दो स्ट्रिंग्स एनाग्राम हैं या नहीं","def are_anagrams(s1, s2):\n    return sorted(s1.replace(' ', '').lower()) == sorted(s2.replace(' ', '').lower())"
"Two Sum प्रॉब्लम को हल करो","def two_sum(nums, target):\n    num_map = {}\n    for i, num in enumerate(nums):\n        complement = target - num\n        if complement in num_map:\n            return [num_map[complement], i]\n        num_map[num] = i"
"मर्ज सॉर्ट (merge sort) एल्गोरिथ्म का ढाँचा लिखो","def merge_sort(arr):\n    if len(arr) > 1:\n        mid = len(arr)//2\n        L = arr[:mid]\n        R = arr[mid:]\n        merge_sort(L)\n        merge_sort(R)\n        # ... Merging logic here ..."
"क्विक सॉर्ट (quick sort) एल्गोरिथ्म का ढाँचा लिखो","def quick_sort(arr):\n    if len(arr) <= 1:\n        return arr\n    pivot = arr[len(arr) // 2]\n    left = [x for x in arr if x < pivot]\n    middle = [x for x in arr if x == pivot]\n    right = [x for x in arr if x > pivot]\n    return quick_sort(left) + middle + quick_sort(right)"
